timestamp;c;h;l;o
2020-06-19T01:00:00Z;229.179218753;231.218113952;229.179218753;231.218113952
2020-06-19T02:00:00Z;228.98274857;228.98274857;227.922756366;228.476480327
2020-06-19T03:00:00Z;228.448160805;228.988763666;228.168632188;228.484043868
2020-06-19T04:00:00Z;229.600575564;229.840808638;228.617219918;228.617219918
2020-06-19T05:00:00Z;229.198434966;229.198434966;227.28260966;229.112687672
2020-06-19T06:00:00Z;228.351613566;229.339482898;227.673486724;228.020759964
2020-06-19T07:00:00Z;228.041883084;228.912201447;228.041883084;228.506846222
2020-06-19T08:00:00Z;229.349712947;229.349712947;226.936304432;227.888774702
2020-06-19T09:00:00Z;230.033981222;230.60053963;228.781227029;229.135933501
2020-06-19T10:00:00Z;230.545004652;230.545004652;229.053523664;229.053523664
2020-06-19T11:00:00Z;230.409348551;230.807775735;230.409348551;230.58799222
2020-06-19T12:00:00Z;229.38151422;231.627501219;229.38151422;230.493641725
2020-06-19T13:00:00Z;229.828621412;231.427242969;229.552174415;229.552174415
2020-06-19T14:00:00Z;230.605324778;230.605324778;229.469263994;229.878436961
2020-06-19T15:00:00Z;229.639988874;230.405669885;229.472208575;229.486042589
2020-06-19T16:00:00Z;229.069883804;230.251630288;228.764230242;230.04536007
2020-06-19T17:00:00Z;228.791310564;229.217372192;228.525486891;229.130632209
2020-06-19T18:00:00Z;228.151536622;228.151536622;227.040281109;228.121969383
2020-06-19T19:00:00Z;228.30909765;228.30909765;227.421431111;227.671004179
2020-06-19T20:00:00Z;227.790990572;228.60145689;227.527811773;228.224417178
2020-06-19T21:00:00Z;229.264221429;229.264221429;228.179218108;228.2357511
2020-06-19T22:00:00Z;229.130861368;229.689599537;228.733672485;229.064411066
2020-06-19T23:00:00Z;227.113046362;228.001074453;227.113046362;227.998812823
2020-06-20T00:00:00Z;226.870253;228.000083349;226.824962469;227.00592676
2020-06-20T01:00:00Z;227.444056871;227.792614709;226.755074129;227.792614709
2020-06-20T02:00:00Z;228.160959648;228.160959648;226.953712074;227.387076947
2020-06-20T03:00:00Z;229.440692426;229.966881402;227.607113232;227.607113232
2020-06-20T04:00:00Z;230.56798946;231.218940001;229.128020403;229.128020403
2020-06-20T05:00:00Z;230.296098955;230.554512859;229.229252089;229.726566595
2020-06-20T06:00:00Z;230.517401561;230.804255896;229.920612817;230.137846037
2020-06-20T07:00:00Z;229.620978625;230.496862454;229.620978625;230.245359376
2020-06-20T08:00:00Z;229.238673933;230.320591968;228.876910433;230.018150039
2020-06-20T09:00:00Z;229.51148018;229.7118332;228.65252761;228.94726093
2020-06-20T10:00:00Z;229.587044274;230.417289904;229.01797214;230.291727296
2020-06-20T11:00:00Z;229.776281124;230.244077305;228.732255479;229.618485491
2020-06-20T12:00:00Z;229.488082659;230.615615242;229.488082659;229.795543893
2020-06-20T13:00:00Z;228.905012396;230.179823466;228.805705719;229.435351303
2020-06-20T14:00:00Z;228.894529455;229.670972639;228.605473608;228.955121864
2020-06-20T15:00:00Z;228.769727729;229.299389367;228.117319917;228.336119858
2020-06-20T16:00:00Z;227.634024486;229.169384986;227.634024486;227.949719564
2020-06-20T17:00:00Z;227.70274937;228.733334719;227.493716248;227.708083818
2020-06-20T18:00:00Z;228.09830215;229.259253775;227.462772582;227.462772582
2020-06-20T19:00:00Z;228.156866272;229.113766116;227.836291188;228.165105559
2020-06-20T20:00:00Z;228.130793115;228.679798187;227.553532184;227.843630872
2020-06-20T21:00:00Z;228.017745048;228.684546938;227.536627277;228.329820378
2020-06-20T22:00:00Z;229.236717546;230.03383075;227.789378197;228.200432477
2020-06-20T23:00:00Z;229.14005516;230.102527333;228.640420281;230.102527333
2020-06-21T00:00:00Z;228.792531435;230.015474686;228.770971205;229.627237878
2020-06-21T01:00:00Z;228.933270834;229.436723968;228.63294357;229.436723968
2020-06-21T02:00:00Z;229.535541408;230.71145157;229.384434388;229.384434388
2020-06-21T03:00:00Z;230.148839432;230.42442183;229.335478215;229.507635943
2020-06-21T04:00:00Z;230.907226836;231.128579076;230.114485033;230.114485033
2020-06-21T05:00:00Z;231.602840349;232.079800851;230.008975365;230.113712449
2020-06-21T06:00:00Z;231.17650286;231.266661862;230.816476587;231.163769271
2020-06-21T07:00:00Z;231.737198408;231.999357283;231.058725675;231.151432181
2020-06-21T08:00:00Z;231.914345173;232.067883554;231.628450878;231.743354773
2020-06-21T09:00:00Z;232.209683705;232.288524498;231.711598106;231.817078925
2020-06-21T10:00:00Z;231.44446857;232.208125293;231.408042495;232.208125293
2020-06-21T11:00:00Z;231.368019431;231.501776205;231.078481489;231.270596048
2020-06-21T12:00:00Z;231.157170865;231.364967701;230.925499586;231.358093829
2020-06-21T13:00:00Z;230.810569223;231.177200373;230.713443228;231.177200373
2020-06-21T14:00:00Z;230.535778889;230.757267681;230.252207495;230.757267681
2020-06-21T15:00:00Z;231.26423427;231.609416078;230.573280826;230.714793941
2020-06-21T16:00:00Z;231.50561861;231.679971843;230.983328028;231.679971843
2020-06-21T17:00:00Z;230.670737122;231.265021612;230.670737122;231.213428738
2020-06-21T18:00:00Z;229.894605779;230.865341304;229.894605779;230.495068648
2020-06-21T19:00:00Z;229.987231703;230.576327225;229.987231703;230.562274243
